1024	1838
1032	21407275
1544	512
1545	3485614
2673	330
2674	416
2675	1411
2676	775
2678	4253
2680	1829
2682	88
2683	458
2685	5300822
2686	8075264
2687	8075264
2688	8075264
2689	8075264
2690	8075264
2691	8075264
2692	8075264
2693	8075264
2694	8075264
2695	8075264
2696	8075264
2697	8075264
2698	8075264
2699	8075264
2700	8075264
2701	8075264
2702	8075264
2703	8075264
2704	8075264
2705	8075264
2706	8075264
2707	8075264
2708	8075264
2709	8075264
2710	8075264
2711	8075264
2712	8075264
2713	8075264
2714	8075264
2715	8075264
2716	8075264
2717	8075264
2718	8075264
2719	8059930
2720	8050688
2721	8050688
2722	8050688
2723	8050688
2724	8050688
2725	8050688
2726	8050688
2727	8050688
2728	8050688
2729	8050688
2730	8050688
2731	8050688
2732	8050688
2733	8050688
2734	8050688
2735	8050688
2736	8050688
2737	8050688
2738	8050688
2739	8050688
2740	8050688
2741	8050688
2742	8050688
2743	8050688
2744	8050688
2745	8050688
2746	8050688
2747	8050688
2748	8050688
2749	8050688
2750	8050688
2751	8050688
2752	8050688
2753	8050714
2754	8050688
2755	8050688
2756	8050688
2757	8050688
2758	8050688
2759	8050688
2760	8050688
2761	8050688
2762	8050688
2763	8050688
2764	8050688
2765	8050688
2766	8050688
2767	8050688
2768	8050688
2769	8050688
2770	8050688
2771	8050688
2772	8050688
2773	8050688
2774	8050688
2775	8050688
2776	8050688
2777	8050688
2778	8050688
2779	8050688
2780	8050688
2781	8050688
2782	8050688
2783	8050688
2784	8050688
2785	8050688
2786	8050688
2787	8111626
2788	8161280
2789	8161280
2790	8161280
2791	8161280
2792	8161280
2793	8161280
2794	8161280
2795	8161280
2796	8161280
2797	8161280
2798	8161280
2799	8161280
2800	8161280
2801	8161280
2802	8161280
2803	8161280
2804	8161280
2805	8161280
2806	8161280
2807	8161280
2808	8161280
2809	8161280
2810	8161280
2811	8161280
2812	8161280
2813	8161280
2814	8161280
2815	8161280
2816	8161280
2817	8161280
2818	8161280
2819	8161280
2820	8161280
2821	8148202
2822	8136704
2823	8136704
2824	8136704
2825	8136704
2826	8136704
2827	8136704
2828	8136704
2829	8136704
2830	8136704
2831	8136704
2832	8136704
2833	8136704
2834	8136704
2835	8136704
2836	8136704
2837	8136704
2838	8136704
2839	8136704
2840	8136704
2841	8136704
2842	8136704
2843	8136704
2844	8136704
2845	8136704
2846	8136704
2847	8136704
2848	8136704
2849	8136704
2850	8136704
2851	8136704
2852	8136704
2853	8136704
2854	8136704
2855	8662484
2856	9260032
2857	9260032
2858	9260032
2859	9260032
2860	9260032
2861	9260032
2862	9260032
2863	9260032
2864	9260032
2865	9260032
2866	9260032
2867	9260032
2868	9260032
2869	9260032
2870	9260032
2871	9260032
2872	9260032
2873	9260032
2874	9260032
